id,employee_id,teachos_user_id,full_name,org_email,mobile,date_of_joining,department,sub_department,designation,direct_manager,work_location,workspace,gender,current_state,current_city,darwin_employee_status,in_darwin,in_teachos,teachos_role,teachos_category,teachos_manager,institutes,computed_status,manual_status,exit_date,converted_university_name,notes,classification,classification_reason,exit_flag,exit_flag_status,exit_flag_date,in_darwin_full_roster,dept_bucket,dept_area,deployment_status,payroll_candidate_matched,payroll_candidate_note
176,,0755236a39c846f1af7c3b5ae0896713,Penumarthi Satya Syamala,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
146,,be13e95c728b47f997357b8561733034,Ashwin Satish,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Nxtwave Institute of Advanced Technologies""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
158,,61fb97d8b2f34d0faf5c587349ee48d0,SATHWIK,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
205,,55c5d89af0564b65b71c4034c968ae63,S.Mithilesh Prasanna,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
192,,3c22b9917a4a432daffc443409f702d5,Nakul,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
174,,ed33313fc6fe4b14a567947495beef82,Venkatraghavan M,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Intensive Offline DC""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
180,,962b2a84f54143b59dfdc3cb53f66de6,SUDHEER SAVARAPU,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
199,,d4c997b6d4744651b7a27e1cbf733d9a,Prachi Sharma,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,Possible match: Rishi Sharma (77% confidence). Review before merging.,,,f,,,f,tech,,in_training,f,
190,,23894a10b1bd41c9b112d4e761a3b367,Chennoju Sowmya,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
291,,91f75c3306354ef594a3afe0ec487556,Allam Chiranjeevi,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
507,,ed2ed04f93ef4c7799f935abbf4beb48,Kushagra Bande,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Aurora University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
562,,a02a3c263322468aa09f4ccc88387d2e,Goriparthi Krishna Geethika,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
622,,f1b476c639114c849b53cd3c3775af86,Tejaswini Venkata,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",excluded,,,,,excluded_other_department,"Head of Department - English and Communication Skills (Content – Aptitude & English) — HOD/managerial role, not a teaching/instructor designation",f,,,f,tech,,in_training,f,
212,,bcd10c286afd48f3a246a1b82289ec30,Mahima Rai,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
218,,c1955e40b065461e9066be186cb80735,Manjot Singh,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Aurora University""}",payroll_converted,,,,Possible match: Manish Singh (75% confidence). Review before merging.,payroll_converted,Confirmed against uploaded payroll reference file,f,,,f,tech,,deployed,t,
186,,511f3623387443ca849e4e9c95a954a9,Moodu Prabhakar,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Subharti University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
170,,4f42cd90daa74d169f34ea2220cffb73,M Pavan Kalyan Varma,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""NSRIT University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
597,,20b6ae8a2a7d4cf4b40c62db1993e4cc,Rithika Mandhadi,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
194,,605a7b3f8d6e40579dd06238940336c8,Sirigiri Tejaswini,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Malla Reddy Vishwavidyapeeth""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
221,,9dc0fe1a66f74faab3d85889131d1f78,Kunta Ajaykumar,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
245,,c40a69f7e47e449e87507a6a5f4d603a,Kanuparthi Prasasthi,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
214,,3a9bd13ff41842a4adc4309b2cbd98dc,Chinthala Dinesh Manikanta,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
243,,e212da396ba0468a89a253767337e34a,Febi Mariam John,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,{S-VYASA},needs_review,,,,,,,f,,,f,tech,,deployed,f,
246,,c4e387580a314c3da25fe131f9eb3d4a,Rohit Rathore,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
229,,3515fcd7ad074aa0952e138a6b3b52cc,Yuvasri venkat,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
237,,a1cd5e8c634a4af48034597870561478,Jahnavi,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
235,,4428d82faa2944a381e15a7b0e9091d9,NOOLI SIRI,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
226,,42361d1e4f9144018f58840332ea87be,Dasari Anjani Devi,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Chaitanya Deemed-to-be University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
233,,8ae9b27f05ab417885b362e90e022777,Sandeep Sharma,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,Possible match: Sandeep Patro (64% confidence). Review before merging.,,,f,,,f,tech,,in_training,f,
227,,f4b2774979a64093920e16e099364926,Sv. Gnana Prasoona,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Vivekananda global University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
238,,0865f9bfb4494e65a167062f56af3bf0,shaik mohammed pasha,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
268,,95a3693d9fb1467485381015a497f991,KAVITI MURALI KRISHNA,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Sandip University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
231,,2aa12620185a4d18af442c65da091b65,Battula Sanjay Jeevan,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
248,,5c5e708a181d4864b513a6e3c6d7361f,Dhriti Rajani,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
254,,f32f9df7b64a492c912f6868f9288d74,M Mohnish Kumar,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""NSRIT University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
274,,f8fff86eaf1f4bc5a9042fa98d1b940a,Kunal kailas meshram,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""A Dy Patil University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
522,,45c77dd78f054c1baa1a685706142d9b,Yashoda Naga Bhavani Vishnudasyam,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Nxtwave Institute of Advanced Technologies""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
575,,430a775e6b264d4780c3431f10d28b1a,Devika Rani J,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Joy University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
316,,68ba7523afae414e92526512e77230db,Akash,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
320,,a701654f92f640d68d943641beb25a54,Ranjith,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
305,,9aa7975677e247f3954bb0985dec4eb3,Kummari Raghavendra,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
300,,f79fc20fc2a041f68fabc075c3cdb3aa,Sowmya,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
308,,06dfee1da373407e92ed1de9296ac565,Sai Kiran Gumpu,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Intensive Offline DC""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
287,,72a45a2299e648d2b7f358f0b00f7dc9,Sushmitha Amarnath,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,{S-VYASA},needs_review,,,,,,,f,,,f,tech,,deployed,f,
292,,319c81442a134206b69864c7d00b4e74,Sai Ram Polisetty,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
322,,2593155359a74d3ca283a5a7a17af3c2,Solasa Vinay,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
318,,e239184d93fe4cc5878c3cc55b8ecce3,Chinthala Meghana,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
606,,f51630998ba74141b2956d831c2dac03,Khushbu Ketan Randive,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""A Dy Patil University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
61,,5956b293739f4cf8b58f99bfba49947a,Naveen CH,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Aurora University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
333,,e06fb79e87634bc1849011cc4c765f73,Katikala Jaya Venkata Prasad,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Nxtwave Institute of Advanced Technologies""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
329,,e2cc23d297384138ad85261edcc19e63,Preethi Vangaveti,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
359,,22797d2fd05e49869e854e4f1e6e4f50,Pamba Vamshi Krishna,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Aurora University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
357,,45e1fad491da4ec58c1eb298d5618f64,Chandana,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Aurora University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
352,,41997ff427644b69a50cc234abf3cc7b,Nandini Sahu,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,Possible match: Nandini Rao (75% confidence). Review before merging.,,,f,,,f,tech,,in_training,f,
351,,bcf1c15278144c69b493deafb973c473,ARUL P R,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
328,,c456cddf71254fbb8b3881bce07e749f,Maadhavan S,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
326,,167051267d0842ad947a600d88113be5,N Hasmitha,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,{S-VYASA},needs_review,,,,,,,f,,,f,tech,,deployed,f,
344,,a01d76269d0242479c7f7109c4f56f3a,Guttula Sri Vidya,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
335,,3da563e09dfe424f90d3ff63cfed89c7,Harsh Sahu,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
355,,23884ea27dec4fd8953b8556b1bab7c5,Mohd Sahil Khan,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Chaitanya Deemed-to-be University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
327,,b72b8e970c6641999bdea275e2aafe73,Ashutosh Suryawanshi,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Nxtwave Institute of Advanced Technologies""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
358,,206c1f2413a94647885fb7f0249c8e80,Bhumika,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Vivekananda global University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
345,,7fa031520ebc4d9887b900593219075b,Muppidi Praveen Kumar,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
388,,b878f8d258924868b2131a0d947cf762,Kotagiri Lasya,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
471,,c4e7be0cf8b74731a1f734055585bac7,Midhun Kumar Reddy Kurri,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
538,,07e0b38273a848e1b11c2692e1984fa0,PALAPARTHI VENKATA RAMAKRISHNA,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
396,,e3f0de0e426d426ba332466122db295f,Desai Ashok Kumar Reddy,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
393,,5cbc09d35414418f8936a473562d8037,Gattadi Vikranth,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Nxtwave Institute of Advanced Technologies""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
370,,35e9156be927461184789e7b97685fe0,Vishala Kothapally,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Malla Reddy University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
389,,ea3cd38b8f31493fbc0327822bc51256,Pachipulusu Radha Vaishnavi,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
376,,0f321886b3914da2b46610b5a5726f61,Viswanadhapalli Umadevi,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Aurora University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
394,,79f1fad5e9a4423995e1451f333fbf8e,Aswathi T,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Aurora University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
364,,1e19d1b16cc34797bea47f8ce1c779bb,Skund Agarwal,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
430,,bf097044b65f428a993326559f36fad5,Himanshu,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Sanjay Ghodawat University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
414,,779cfb45439c4dae995a90b91209cfd0,Shaik Musharaf,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Chaitanya Deemed-to-be University""}",excluded,,,,,excluded_other_department,"Video Editor (Video House - NIAT) — support role, not a teaching/instructor designation",f,,,f,tech,,deployed,f,
424,,3f886b60975d4e54bcb6501ecfc58005,Rimil Rose Tharakan,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Yenapoya University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
408,,1cc3d90726804cd984a6e75443d26e95,SREETEJASWINI,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Chaitanya Deemed-to-be University""}",needs_review,,,,Possible match: M. Tejaswini (69% confidence). Review before merging.,,,f,,,f,tech,,deployed,f,
411,,f1835a1775a4443ab0dde8e260243a2b,Glen Stawin Dsouza,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Joy University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
423,,6d1c9469c6f343eabe92fa6ebe30c5c1,Naga Akhila Malineni,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
425,,6d8bbf1a9f024ec28061b060b9b44f5b,T. Kavya Persis,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Chaitanya Deemed-to-be University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
398,,f7a0a075f0be4eeda6de742336fb75c5,Sreya Reddy Rayannagari,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
417,,340f1672dbc14cbd8af09567c7e4dea3,Sanjay,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Intensive Offline DC""}",needs_review,,,,Possible match: Ajay (67% confidence). Review before merging.,,,f,,,f,tech,,deployed,f,
419,,bbcca52a6e014eadadab5f7856133f70,Afsha  Firdouse,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Intensive Offline DC""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
420,,ad7bb55eaff44bdb9e46d854e0c5141b,Guru Sahithya,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
426,,6db47c7f8ad84e0ea517760adef067ea,Sahil Agarwal,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,Possible match: Skund Agarwal (69% confidence). Review before merging.,,,f,,,f,tech,,in_training,f,
421,,2232b048b7d74ed5995b309bb60a0d2e,Yeddula Tejaswini,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
427,,703ec5259bc04274b8f84c8b0db1f346,Satya Aparna,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,{S-VYASA},payroll_converted,,,,,payroll_converted,Confirmed against uploaded payroll reference file,f,,,f,tech,,deployed,t,
412,,72b40fee036747e78d69970f162c13c7,Kaushik Gohain Bora,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
402,,1305e179aa0c4085811af9fa604ab742,RISHABH TRIPATHI,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Aurora University""}",needs_review,,,,Possible match: Sneha Tripathi (69% confidence). Review before merging.,,,f,,,f,tech,,deployed,f,
63,,f5743ede9fc24e71969b5c0d5f8cc5e7,Nimmala Sai Lahari,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
464,,8a9a6683e7cc4f0cb7a8e144a79080ed,Sakthipoorani D,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
444,,41844a0de7a94b7ca3a0f731931c0f1f,Yedla Santosh Kumar,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
466,,3dd34c608e9a48a59bd0ba6abb5dffa9,Udita Dubey,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,{GMRIT},needs_review,,,,,,,f,,,f,tech,,deployed,f,
452,,07344234ded5434888af877a4948ec9c,Apoorva Puppala,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
448,,6bb92ca43d5a4546b69a2dbd7cf9b39f,V. Likhitha,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
465,,93c6ec1863c041a595c630bfbf5a872d,Raavi Varun Guptha,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
435,,275ea1b2f24c4fbabb0622bf1a46fb93,Kavuri Prathibha,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""SMR University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
461,,8cc3d40c994d426ba893ad35ab85d985,RajKumarRoul,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Yenapoya University Banglore""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
453,,c0ff2c68b131446597ac6eb9ffe659cf,Anisha,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,Possible match: Anusha M (63% confidence). Review before merging.,,,f,,,f,tech,,in_training,f,
407,,cd1caf23be3d47428e9eb5550ca0ca40,Nitish Kumar dameruppula,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Malla Reddy Vishwavidyapeeth""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
490,,7ef3b3687c12444d83f7dbfe06c0c801,Arun Kumar,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Vivekananda global University""}",needs_review,,,,Possible match: Amit Kumar (70% confidence). Review before merging.,,,f,,,f,tech,,deployed,f,
481,,d2a4eeb50ac74ae48cc51c63574713fa,RAMSHETTI SAI KUMAR,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""A Dy Patil University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
472,,b2d77c11fb924a5fb4180e05abab18c1,Akhila,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Chaitanya Deemed-to-be University""}",needs_review,,,,Possible match: Akhil (83% confidence). Review before merging.,,,f,,,f,tech,,deployed,f,
504,,d06dc6f5d0134706b7f9657d19dd0d69,Sai kiran,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Chaitanya Deemed-to-be University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
476,,9998ab2ef9e74d548772d1becb257524,Sanjana M S,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,Possible match: Sanjana D (73% confidence). Review before merging.,,,f,,,f,tech,,in_training,f,
495,,c9f8a788d19e41349aa961f1c72381c0,VulpeHarini,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
